area_code,ST,STATE,occupation_code,occupation_title,GROUP,employment,employment_rse,JOBS_1000,mean_wage_hourly,mean_wage_annual,mean_wage_rse,pct10_wage_hourly,pct25_wage_hourly,median_wage_hourly,pct75_wage_hourly,pct90_wage_hourly,pct10_wage_annual,pct25_wage_annual,median_wage_annual,pct75_wage_annual,pct90_wage_annual,ANNUAL,HOURLY,year,state,occupation_code_original,LOC QUOTIENT,LOC_Q,OCC_GROUP,area_title,AREA_TYPE,industry_code,industry_title,industry_group,OWN_CODE,occupation_group,LOC_QUOTIENT,PCT_TOTAL,state_code,PCT_RPT,mean_wage_annual_growth,median_wage_annual_growth,pct10_wage_annual_growth,pct25_wage_annual_growth,pct75_wage_annual_growth,pct90_wage_annual_growth,mean_wage_annual_cagr,median_wage_annual_cagr,pct10_wage_annual_cagr,pct25_wage_annual_cagr,pct90_wage_annual_cagr,pct75_wage_annual_cagr
15,,,11-1011,Chief Executives,,910.0,8.4,1.43,91.35,190010.0,3.9,33.77,55.22,88.89,,,70240.0,114860.0,184890.0,,910.0,,,2019,HI,11-1011,,,,Hawaii,2.0,0.0,Cross-industry,cross-industry,1235.0,detailed,1.02,,,,-0.05786394287980956,-0.026536092244511145,-0.14372790442521033,-0.12806498140135125,,-0.1651376146788991,0.04044255490696047,0.030621234975008127,0.02640000765230277,0.03324701371880168,-0.06041837184955268,
15,,,11-1011,Chief Executives,,560.0,10.1,0.976,103.8,215910.0,4.2,38.82,65.91,,,,80740.0,137090.0,,,560.0,,,2020,HI,11-1011,,,,Hawaii,2.0,0.0,Cross-industry,cross-industry,1235.0,detailed,0.67,,HI,,0.1363086153360349,,0.1494874715261958,0.19353996169249532,,-0.3846153846153846,0.04044255490696047,0.030621234975008127,0.02640000765230277,0.03324701371880168,-0.06041837184955268,
15,,,11-1011,Chief Executives,,360.0,7.2,0.652,139.36,289860.0,5.2,60.88,92.79,,,,126630.0,193010.0,,,360.0,,,2021,HI,11-1011,,,,Hawaii,2.0,0.0,Cross-industry,cross-industry,1235.0,detailed,0.46,,HI,,0.342503821036543,,0.5683675997027495,0.40790721423882115,,-0.3571428571428571,0.04044255490696047,0.030621234975008127,0.02640000765230277,0.03324701371880168,-0.06041837184955268,
15,,,11-1011,Chief Executives,,370.0,6.3,0.622,143.58,298640.0,4.4,63.8,81.12,,,,132700.0,168730.0,,,370.0,,,2022,HI,11-1011,,,,Hawaii,2.0,0.0,Cross-industry,cross-industry,1235.0,detailed,0.46,,HI,,0.030290485061754024,,0.04793492853194348,-0.125796590850215,,0.02777777777777768,0.04044255490696047,0.030621234975008127,0.02640000765230277,0.03324701371880168,-0.06041837184955268,
15,,,11-1011,Chief Executives,,560.0,7.5,0.91,135.15,281110.0,4.7,54.45,79.12,107.65,,,113260.0,164570.0,223900.0,,560.0,,,2023,HI,11-1011,,,,Hawaii,2.0,0.0,Cross-industry,cross-industry,1235.0,detailed,0.65,,HI,,-0.05869943744977235,,-0.14649585531273546,-0.024654773899128735,,0.5135135135135136,0.04044255490696047,0.030621234975008127,0.02640000765230277,0.03324701371880168,-0.06041837184955268,
15,HI,Hawaii,11-1021,General and operations managers,,9630.0,2.6,16.374,46.59,96910.0,1.7,20.01,27.99,39.79,57.18,,41620.0,58220.0,82770.0,118940.0,9630.0,,,2009,HI,11-1021,,,,,,,,,,,,,,,,,,,,,0.0181372949617411,0.017137670025406004,0.02009717765429042,0.020877054512540294,0.01921293774077326,0.017892697438223415
15,HI,Hawaii,11-1021,General and Operations Managers,,9750.0,3.1,17.06,48.51,100910.0,1.8,21.58,29.83,42.24,57.18,,44880.0,62040.0,87860.0,118940.0,9750.0,,,2010,HI,11-1021,1.269,,,,,,,,,,,,,,0.04127541017438863,0.061495711006403386,0.0783277270543008,0.065613191343181,0.0,0.012461059190031154,0.0181372949617411,0.017137670025406004,0.02009717765429042,0.020877054512540294,0.01921293774077326,0.017892697438223415
15,HI,Hawaii,11-1021,General and Operations Managers,,10600.0,4.2,18.361,48.76,101430.0,2.1,21.89,29.72,41.78,57.16,87.54,45520.0,61810.0,86900.0,118900.0,10600.0,,,2011,HI,11-1021,,1.3,,,,,,,,,,,,,0.005153106728768231,-0.010926473935806924,0.01426024955436711,-0.003707285622179257,-0.0003363040188330002,0.08717948717948709,0.0181372949617411,0.017137670025406004,0.02009717765429042,0.020877054512540294,0.01921293774077326,0.017892697438223415
15,HI,Hawaii,11-1021,General and Operations Managers,,10270.0,3.2,17.468,47.47,98730.0,1.7,20.9,28.45,41.07,56.65,84.28,43470.0,59180.0,85430.0,117820.0,10270.0,,,2012,HI,11-1021,,1.2,detailed,,,,,,,,,,,,-0.02661934338952976,-0.016915995397008055,-0.04503514938488573,-0.04254974923151589,-0.00908326324642561,-0.031132075471698162,0.0181372949617411,0.017137670025406004,0.02009717765429042,0.020877054512540294,0.01921293774077326,0.017892697438223415
15,HI,Hawaii,11-1021,General and Operations Managers,,10440.0,3.0,17.338,46.94,97630.0,1.6,20.88,27.98,39.47,56.85,84.7,43440.0,58190.0,82100.0,118250.0,10440.0,,,2013,HI,11-1021,,1.16,detailed,,,,,,,,,,,,-0.011141497012053025,-0.03897928128292172,-0.0006901311249137843,-0.016728624535315983,0.0036496350364962904,0.0165530671859786,0.0181372949617411,0.017137670025406004,0.02009717765429042,0.020877054512540294,0.01921293774077326,0.017892697438223415
15,HI,Hawaii,11-1021,General and Operations Managers,,10740.0,2.8,17.535,46.61,96940.0,2.2,19.99,27.61,39.41,57.47,80.19,41580.0,57430.0,81970.0,119540.0,10740.0,,,2014,HI,11-1021,,1.16,detailed,,,,,,,,,,,,-0.0070674997439311715,-0.001583434835566333,-0.04281767955801108,-0.013060663344217183,0.01090909090909098,0.028735632183908066,0.0181372949617411,0.017137670025406004,0.02009717765429042,0.020877054512540294,0.01921293774077326,0.017892697438223415
15,HI,Hawaii,11-1021,General and Operations Managers,,11080.0,3.0,17.868,48.86,101630.0,1.6,21.35,28.76,41.11,58.96,85.45,44400.0,59820.0,85500.0,122630.0,11080.0,,,2015,HI,11-1021,,1.15,detailed,,,,,,,,,,,,0.04838044151021248,0.04306453580578262,0.06782106782106778,0.041615880201985034,0.025849088171323364,0.03165735567970196,0.0181372949617411,0.017137670025406004,0.02009717765429042,0.020877054512540294,0.01921293774077326,0.017892697438223415
15,HI,Hawaii,11-1021,General and Operations Managers,,11070.0,2.9,17.514,51.57,107260.0,2.0,21.92,30.5,43.89,62.2,90.61,45590.0,63440.0,91300.0,129380.0,11070.0,,,2016,HI,11-1021,,1.12,detailed,,,,,,,,,,,,0.05539702843648531,0.06783625730994158,0.026801801801801695,0.06051487796723509,0.0550436271711654,-0.0009025270758122872,0.0181372949617411,0.017137670025406004,0.02009717765429042,0.020877054512540294,0.01921293774077326,0.017892697438223415
15,HI,Hawaii,11-1021,General and Operations Managers,,10060.0,3.0,15.899,54.48,113310.0,1.4,23.77,32.86,47.65,65.57,94.78,49430.0,68350.0,99110.0,136380.0,10060.0,,,2017,HI,11-1021,,1.02,detailed,,,,,,,,,,,,0.05640499720305803,0.08554216867469888,0.08422899758719016,0.0773959646910467,0.05410418921007887,-0.0912375790424571,0.0181372949617411,0.017137670025406004,0.02009717765429042,0.020877054512540294,0.01921293774077326,0.017892697438223415
15,HI,Hawaii,11-1021,General and Operations Managers,,9550.0,3.2,14.886,54.83,114040.0,1.4,23.15,33.0,47.84,66.39,95.78,48160.0,68650.0,99510.0,138080.0,9550.0,,,2018,HI,11-1021,,0.94,detailed,,,,,,,,,,,,0.006442502868237554,0.00403591968519823,-0.02569289904916039,0.004389173372348232,0.012465170846165163,-0.050695825049701826,0.0181372949617411,0.017137670025406004,0.02009717765429042,0.020877054512540294,0.01921293774077326,0.017892697438223415
15,,,11-1021,General and Operations Managers,,9370.0,2.7,14.748,55.37,115160.0,1.6,23.42,33.17,48.22,67.84,96.92,48700.0,68990.0,100300.0,141100.0,9370.0,,,2019,HI,11-1021,,,,Hawaii,2.0,0.0,Cross-industry,cross-industry,1235.0,detailed,0.9,,,,0.009821115398105817,0.00793890061300373,0.011212624584717501,0.004952658412235911,0.021871378910776285,-0.01884816753926699,0.0181372949617411,0.017137670025406004,0.02009717765429042,0.020877054512540294,0.01921293774077326,0.017892697438223415
15,,,11-1021,General and Operations Managers,,9010.0,2.9,15.689,55.52,115480.0,1.5,24.05,33.43,48.67,68.93,95.06,50020.0,69530.0,101240.0,143370.0,9010.0,,,2020,HI,11-1021,,,,Hawaii,2.0,0.0,Cross-industry,cross-industry,1235.0,detailed,0.93,,HI,,0.0027787426189649356,0.009371884346959014,0.027104722792607783,0.00782722133642566,0.016087880935506726,-0.0384204909284952,0.0181372949617411,0.017137670025406004,0.02009717765429042,0.020877054512540294,0.01921293774077326,0.017892697438223415
15,,,11-1021,General and Operations Managers,,11510.0,3.0,20.989,51.51,107140.0,1.6,22.53,29.38,46.18,63.01,91.77,46860.0,61110.0,96060.0,131060.0,11510.0,,,2021,HI,11-1021,,,,Hawaii,2.0,0.0,Cross-industry,cross-industry,1235.0,detailed,0.99,,HI,,-0.07222029788708006,-0.0511655472145397,-0.06317473010795682,-0.12109880627067449,-0.08586175629490134,0.2774694783573808,0.0181372949617411,0.017137670025406004,0.02009717765429042,0.020877054512540294,0.01921293774077326,0.017892697438223415
15,,,11-1021,General and Operations Managers,,12440.0,2.2,20.916,55.7,115850.0,1.4,23.87,35.69,48.43,68.63,98.18,49650.0,74220.0,100730.0,142750.0,12440.0,,,2022,HI,11-1021,,,,Hawaii,2.0,0.0,Cross-industry,cross-industry,1235.0,detailed,0.92,,HI,,0.0812955012133656,0.04861544867790957,0.05953905249679892,0.2145311732940598,0.08919578818861584,0.08079930495221554,0.0181372949617411,0.017137670025406004,0.02009717765429042,0.020877054512540294,0.01921293774077326,0.017892697438223415
15,,,11-1021,General and Operations Managers,,12570.0,2.4,20.374,59.92,124640.0,2.6,26.44,37.38,50.48,73.3,106.22,54990.0,77750.0,105000.0,152460.0,12570.0,,,2023,HI,11-1021,,,,Hawaii,2.0,0.0,Cross-industry,cross-industry,1235.0,detailed,0.88,,HI,,0.07587397496763049,0.042390548992355725,0.10755287009063452,0.04756130423066551,0.06802101576182129,0.010450160771704242,0.0181372949617411,0.017137670025406004,0.02009717765429042,0.020877054512540294,0.01921293774077326,0.017892697438223415
15,HI,Hawaii,11-1031,Legislators,,120.0,0.0,0.199,,45150.0,2.2,,,,,,34050.0,38920.0,43720.0,50660.0,120.0,True,,2009,HI,11-1031,,,,,,,,,,,,,,,,,,,,,0.029118825629041556,0.02598320979166946,0.04444324491447138,0.0345178976528866,0.0,0.022820952616771306
15,HI,Hawaii,11-1031,Legislators,,120.0,0.0,0.212,,51490.0,2.2,,,,,,40890.0,44340.0,50570.0,57690.0,120.0,True,,2010,HI,11-1031,0.41,,,,,,,,,,,,,,0.14042081949058693,0.15667886550777665,0.20088105726872252,0.13926002055498454,0.13876825898144496,0.0,0.029118825629041556,0.02598320979166946,0.04444324491447138,0.0345178976528866,0.0,0.022820952616771306
15,HI,Hawaii,11-1031,Legislators,,120.0,0.0,0.206,,48180.0,2.5,,,,,,39880.0,42160.0,45960.0,53640.0,120.0,True,,2011,HI,11-1031,,0.42,,,,,,,,,,,,,-0.06428432705379683,-0.09116076725331224,-0.024700415749572047,-0.049165539016689186,-0.07020280811232449,0.0,0.029118825629041556,0.02598320979166946,0.04444324491447138,0.0345178976528866,0.0,0.022820952616771306
15,HI,Hawaii,11-1031,Legislators,,120.0,0.0,0.206,,48600.0,2.4,,,,,,40080.0,42410.0,46300.0,54100.0,120.0,True,,2012,HI,11-1031,,0.47,detailed,,,,,,,,,,,,0.008717310087173136,0.007397737162750273,0.005015045135406293,0.0059297912713471845,0.008575689783743456,0.0,0.029118825629041556,0.02598320979166946,0.04444324491447138,0.0345178976528866,0.0,0.022820952616771306
15,HI,Hawaii,11-1031,Legislators,,120.0,0.0,0.2,,50630.0,2.4,,,,,,40290.0,42630.0,46530.0,56610.0,120.0,True,,2013,HI,11-1031,,0.48,detailed,,,,,,,,,,,,0.04176954732510296,0.00496760259179263,0.0052395209580837765,0.005187455788729034,0.0463955637707949,0.0,0.029118825629041556,0.02598320979166946,0.04444324491447138,0.0345178976528866,0.0,0.022820952616771306
15,HI,Hawaii,11-1031,Legislators,,120.0,0.0,0.188,,58760.0,3.2,,,,,,51190.0,53680.0,57820.0,61970.0,120.0,True,,2014,HI,11-1031,,0.46,detailed,,,,,,,,,,,,0.16057673316215682,0.24263915753277465,0.2705385951849093,0.2592071311283133,0.09468291821232988,0.0,0.029118825629041556,0.02598320979166946,0.04444324491447138,0.0345178976528866,0.0,0.022820952616771306
15,HI,Hawaii,11-1031,Legislators,,130.0,0.0,0.203,,59000.0,3.3,,,,,,51920.0,54190.0,57970.0,61750.0,130.0,True,,2015,HI,11-1031,,0.5,detailed,,,,,,,,,,,,0.004084411164057222,0.002594258042200037,0.014260597773002592,0.009500745156482804,-0.003550104889462613,0.08333333333333326,0.029118825629041556,0.02598320979166946,0.04444324491447138,0.0345178976528866,0.0,0.022820952616771306
15,HI,Hawaii,11-1031,Legislators,,140.0,0.0,0.22,,60280.0,3.0,,,,,,51790.0,54300.0,58480.0,62660.0,140.0,True,,2016,HI,11-1031,,0.57,detailed,,,,,,,,,,,,0.02169491525423739,0.008797653958944274,-0.00250385208012327,0.002029894814541411,0.01473684210526316,0.07692307692307687,0.029118825629041556,0.02598320979166946,0.04444324491447138,0.0345178976528866,0.0,0.022820952616771306
15,HI,Hawaii,11-1031,Legislators,,120.0,0.0,0.192,,59380.0,3.6,,,,,,52130.0,54410.0,58200.0,62000.0,120.0,True,,2017,HI,11-1031,,0.53,detailed,,,,,,,,,,,,-0.014930325149303258,-0.004787961696306464,0.0065649739331916646,0.0020257826887661867,-0.010533035429300952,-0.1428571428571429,0.029118825629041556,0.02598320979166946,0.04444324491447138,0.0345178976528866,0.0,0.022820952616771306
15,HI,Hawaii,11-1031,Legislators,,110.0,0.0,0.174,,60400.0,3.5,,,,,,52300.0,54780.0,58920.0,63050.0,110.0,True,,2018,HI,11-1031,,0.5,detailed,,,,,,,,,,,,0.017177500842034288,0.012371134020618513,0.0032610780740456313,0.006800220547693359,0.01693548387096766,-0.08333333333333337,0.029118825629041556,0.02598320979166946,0.04444324491447138,0.0345178976528866,0.0,0.022820952616771306
15,,,11-1031,Legislators,,120.0,0.0,0.187,,61330.0,3.2,,,,,,52470.0,55150.0,59600.0,64540.0,120.0,True,,2019,HI,11-1031,,,,Hawaii,2.0,0.0,Cross-industry,cross-industry,1235.0,detailed,0.53,,,,0.015397350993377579,0.011541072640868899,0.0032504780114723797,0.006754289886820031,0.023632038065027672,0.09090909090909083,0.029118825629041556,0.02598320979166946,0.04444324491447138,0.0345178976528866,0.0,0.022820952616771306
15,,,11-1031,Legislators,,120.0,0.0,0.209,,66070.0,3.4,,,,,,56660.0,60770.0,63460.0,69450.0,120.0,True,,2020,HI,11-1031,,,,Hawaii,2.0,0.0,Cross-industry,cross-industry,1235.0,detailed,0.57,,HI,,0.07728680906571017,0.06476510067114094,0.07985515532685339,0.10190389845874881,0.07607685156492106,0.0,0.029118825629041556,0.02598320979166946,0.04444324491447138,0.0345178976528866,0.0,0.022820952616771306
15,,,11-1031,Legislators,,120.0,0.0,0.218,,65970.0,0.3,,,,,,61610.0,61610.0,61610.0,61810.0,120.0,True,,2021,HI,11-1031,,,,Hawaii,2.0,0.0,Cross-industry,cross-industry,1235.0,detailed,0.69,,HI,,-0.001513546238837593,-0.02915222187204536,0.08736321920225909,0.01382260984038175,-0.11000719942404613,0.0,0.029118825629041556,0.02598320979166946,0.04444324491447138,0.0345178976528866,0.0,0.022820952616771306
15,,,11-1031,Legislators,,120.0,0.0,0.201,,66100.0,2.0,,,,,,62260.0,62260.0,62260.0,62270.0,120.0,True,,2022,HI,11-1031,,,,Hawaii,2.0,0.0,Cross-industry,cross-industry,1235.0,detailed,0.69,,HI,,0.0019705926936486318,0.01055023535140398,0.01055023535140398,0.01055023535140398,0.007442161462546615,0.0,0.029118825629041556,0.02598320979166946,0.04444324491447138,0.0345178976528866,0.0,0.022820952616771306
15,,,11-1031,Legislators,,120.0,0.0,0.194,,67480.0,0.3,,,,,,62590.0,62590.0,62610.0,69480.0,120.0,True,,2023,HI,11-1031,,,,Hawaii,2.0,0.0,Cross-industry,cross-industry,1235.0,detailed,0.91,,HI,,0.02087745839636912,0.0056215868936717595,0.005300353356890497,0.005300353356890497,0.11578609282158348,0.0,0.029118825629041556,0.02598320979166946,0.04444324491447138,0.0345178976528866,0.0,0.022820952616771306
15,HI,Hawaii,11-2011,Advertising and promotions managers,,200.0,13.6,0.34,39.93,83060.0,7.2,20.25,24.01,32.96,48.53,63.91,42120.0,49930.0,68550.0,100950.0,200.0,,,2009,HI,11-2011,,,,,,,,,,,,,,,,,,,,,0.025268738735862106,0.03498574953100708,0.04153438049586011,0.05047016935417048,-0.10114902680445814,0.02083131660532933
15,HI,Hawaii,11-2011,Advertising and Promotions Managers,,160.0,17.1,0.283,37.14,77250.0,6.0,20.8,24.73,32.73,42.12,59.74,43260.0,51440.0,68080.0,87610.0,160.0,,,2010,HI,11-2011,1.116,,,,,,,,,,,,,,-0.06994943414399224,-0.006856309263311489,0.027065527065527117,0.030242339274984875,-0.1321446260525012,-0.19999999999999996,0.025268738735862106,0.03498574953100708,0.04153438049586011,0.05047016935417048,-0.10114902680445814,0.02083131660532933
15,HI,Hawaii,11-2011,Advertising and Promotions Managers,,200.0,21.9,0.351,35.02,72840.0,4.5,21.76,25.83,31.87,37.63,49.59,45250.0,53720.0,66300.0,78270.0,200.0,,,2011,HI,11-2011,,1.47,,,,,,,,,,,,,-0.05708737864077673,-0.026145710928319632,0.046000924641701246,0.04432348367029548,-0.10660883460792148,0.25,0.025268738735862106,0.03498574953100708,0.04153438049586011,0.05047016935417048,-0.10114902680445814,0.02083131660532933
15,HI,Hawaii,11-2011,Advertising and Promotions Managers,,180.0,21.0,0.313,33.45,69580.0,3.2,21.66,26.01,31.69,36.8,46.22,45050.0,54090.0,65920.0,76540.0,180.0,,,2012,HI,11-2011,,1.44,detailed,,,,,,,,,,,,-0.04475562877539818,-0.005731523378582182,-0.0044198895027623974,0.006887565152643438,-0.022102976874920133,-0.09999999999999998,0.025268738735862106,0.03498574953100708,0.04153438049586011,0.05047016935417048,-0.10114902680445814,0.02083131660532933
15,HI,Hawaii,11-2011,Advertising and Promotions Managers,,250.0,24.9,0.412,36.41,75730.0,3.3,24.19,29.31,37.07,42.1,45.23,50310.0,60960.0,77090.0,87570.0,250.0,,,2013,HI,11-2011,,1.92,detailed,,,,,,,,,,,,0.08838746766312156,0.16944781553398047,0.1167591564927859,0.12701053799223527,0.14410765612751497,0.38888888888888884,0.025268738735862106,0.03498574953100708,0.04153438049586011,0.05047016935417048,-0.10114902680445814,0.02083131660532933
15,HI,Hawaii,11-2011,Advertising and Promotions Managers,,220.0,29.6,0.357,38.24,79550.0,3.1,24.71,31.7,38.59,43.58,48.06,51390.0,65940.0,80260.0,90650.0,220.0,,,2014,HI,11-2011,,1.64,detailed,,,,,,,,,,,,0.05044236101941113,0.0411207679335841,0.02146690518783534,0.08169291338582685,0.035171862509991936,-0.12,0.025268738735862106,0.03498574953100708,0.04153438049586011,0.05047016935417048,-0.10114902680445814,0.02083131660532933
15,HI,Hawaii,11-2011,Advertising and Promotions Managers,,240.0,23.8,0.386,36.83,76610.0,5.1,22.48,28.0,38.25,43.73,47.12,46750.0,58230.0,79560.0,90960.0,240.0,,,2015,HI,11-2011,,1.81,detailed,,,,,,,,,,,,-0.036957888120678795,-0.008721654622476982,-0.09028993967697996,-0.11692447679708828,0.003419746276889235,0.09090909090909083,0.025268738735862106,0.03498574953100708,0.04153438049586011,0.05047016935417048,-0.10114902680445814,0.02083131660532933
15,HI,Hawaii,11-2011,Advertising and Promotions Managers,,200.0,33.3,0.312,37.02,77000.0,5.2,20.79,23.91,30.32,41.34,58.36,43230.0,49730.0,63060.0,85990.0,200.0,,,2016,HI,11-2011,,1.52,detailed,,,,,,,,,,,,0.005090719227254903,-0.2073906485671192,-0.07529411764705884,-0.14597286622016148,-0.054639401934916454,-0.16666666666666663,0.025268738735862106,0.03498574953100708,0.04153438049586011,0.05047016935417048,-0.10114902680445814,0.02083131660532933
15,HI,Hawaii,11-2011,Advertising and Promotions Managers,,110.0,28.1,0.182,40.47,84190.0,8.0,21.33,24.02,29.71,42.49,74.93,44370.0,49950.0,61790.0,88390.0,110.0,,,2017,HI,11-2011,,0.92,detailed,,,,,,,,,,,,0.09337662337662334,-0.020139549635267984,0.026370575988896583,0.004423889000603198,0.02791022211885097,-0.44999999999999996,0.025268738735862106,0.03498574953100708,0.04153438049586011,0.05047016935417048,-0.10114902680445814,0.02083131660532933
15,HI,Hawaii,11-2011,Advertising and Promotions Managers,,110.0,16.6,0.174,52.22,108620.0,5.8,23.93,33.32,45.56,62.64,85.82,49780.0,69310.0,94770.0,130300.0,110.0,,,2018,HI,11-2011,,1.0,detailed,,,,,,,,,,,,0.29017698063903086,0.5337433241624858,0.12192923146270007,0.3875875875875876,0.47414865935060524,0.0,0.025268738735862106,0.03498574953100708,0.04153438049586011,0.05047016935417048,-0.10114902680445814,0.02083131660532933
15,,,11-2011,Advertising and Promotions Managers,,100.0,16.5,0.164,46.78,97300.0,4.6,24.21,34.89,44.44,57.44,74.66,50360.0,72580.0,92430.0,119460.0,100.0,,,2019,HI,11-2011,,,,Hawaii,2.0,0.0,Cross-industry,cross-industry,1235.0,detailed,0.96,,,,-0.10421653470815684,-0.024691358024691357,0.01165126556850149,0.047179339200692505,-0.08319263238679975,-0.09090909090909094,0.025268738735862106,0.03498574953100708,0.04153438049586011,0.05047016935417048,-0.10114902680445814,0.02083131660532933
15,,,11-2011,Advertising and Promotions Managers,,120.0,22.5,0.205,51.63,107390.0,3.3,32.76,39.98,49.52,62.78,78.33,68140.0,83170.0,103010.0,130570.0,120.0,,,2020,HI,11-2011,,,,Hawaii,2.0,0.0,Cross-industry,cross-industry,1235.0,detailed,1.27,,HI,,0.10369989722507711,0.11446500054094999,0.3530579825258142,0.1459079636263434,0.09300184162062619,0.19999999999999996,0.025268738735862106,0.03498574953100708,0.04153438049586011,0.05047016935417048,-0.10114902680445814,0.02083131660532933
