Year Month,Tax Type,Amount
Feb 2025,Rental Vehicle,10708974
Feb 2025,Public Service Co.,12677908
Feb 2025,County Surcharges,46353543
Feb 2025,Transient Accommodation,74036360
Feb 2025,All Others,322
Feb 2025,Corporate Income,-29498289
Feb 2025,Tobacco,9072053
Feb 2025,General Excise & Use,386512530
Feb 2025,Banks/Financial Corp,-1444422
Feb 2025,Fuel,16088622
Mar 2025,Individual Income,153756240
Mar 2025,Inheritance/Estate,1494465
Mar 2025,Liquor,3845964
Mar 2025,Rental Vehicle,10606281
Mar 2025,Public Service Co.,13007069
Mar 2025,County Surcharges,43009393
Mar 2025,Transient Accommodation,69499536
Mar 2025,All Others,0
Mar 2025,Corporate Income,-332018
Mar 2025,Tobacco,5687651
Mar 2025,General Excise & Use,364212346
Mar 2025,Banks/Financial Corp,1805278
Mar 2025,Fuel,14913484
Apr 2025,Individual Income,539209237
Apr 2025,Inheritance/Estate,5659678
Apr 2025,Liquor,4056197
Apr 2025,Rental Vehicle,11539425
Apr 2025,Public Service Co.,13633772
Apr 2025,County Surcharges,52512346
Apr 2025,Transient Accommodation,78361376
Apr 2025,All Others,10
Apr 2025,Corporate Income,125767182
Apr 2025,Tobacco,5012164
Apr 2025,General Excise & Use,441097385
Apr 2025,Banks/Financial Corp,2703016
Apr 2025,Fuel,16657876
May 2025,Tobacco,6823248
May 2025,General Excise & Use,378903750
May 2025,Individual Income,207760853
May 2025,Inheritance/Estate,5383332
May 2025,Liquor,4285199
May 2025,Rental Vehicle,10341428
May 2025,Public Service Co.,12629669
May 2025,County Surcharges,46031477
May 2025,Transient Accommodation,67545586
May 2025,All Others,4
May 2025,Corporate Income,13220414
May 2025,Banks/Financial Corp,258668
May 2025,Fuel,16394130
Jun 2025,Fuel,17305169
Jun 2025,Banks/Financial Corp,2483777
Jun 2025,Tobacco,6020902
Jun 2025,General Excise & Use,379570710
Jun 2025,Corporate Income,80929249
Jun 2025,Individual Income,268462626
Jun 2025,Inheritance/Estate,1963481
Jun 2025,Liquor,4213362
Jun 2025,Rental Vehicle,10123028
Jun 2025,Public Service Co.,12766921
Jun 2025,County Surcharges,45319512
Jun 2025,Transient Accommodation,57439884
Jun 2025,All Others,15
Jul 2025,Tobacco,7991655
Jul 2025,General Excise & Use,431598099
Jul 2025,Individual Income,236149657
Jul 2025,Inheritance/Estate,2279096
Jul 2025,Liquor,4152539
Jul 2025,Corporate Income,9951631
Jul 2025,Rental Vehicle,10343779
Jul 2025,Public Service Co.,13080495
Jul 2025,County Surcharges,51730288
Jul 2025,Transient Accommodation,74455996
Jul 2025,All Others,5
Jul 2025,Banks/Financial Corp,1309961
Jul 2025,Fuel,18231880
Aug 2025,Fuel,16843240
Aug 2025,Banks/Financial Corp,-78081
Aug 2025,Individual Income,192266122
Aug 2025,Inheritance/Estate,1857314
Aug 2025,Liquor,4432030
Aug 2025,Rental Vehicle,10932590
Aug 2025,Public Service Co.,12652668
Aug 2025,County Surcharges,46315978
Aug 2025,Transient Accommodation,75336571
Aug 2025,All Others,0
Aug 2025,Corporate Income,4894889
Aug 2025,Tobacco,6044617
Aug 2025,General Excise & Use,383859120
Sep 2025,Individual Income,311159864
Sep 2025,Inheritance/Estate,-510918
Sep 2025,Liquor,4114475
Sep 2025,Rental Vehicle,10554136
Sep 2025,Public Service Co.,12770588
Sep 2025,County Surcharges,46975851
Sep 2025,Transient Accommodation,67229299
Sep 2025,All Others,10
Sep 2025,Corporate Income,91763399
Sep 2025,Tobacco,6226227
Sep 2025,General Excise & Use,381833381
Sep 2025,Banks/Financial Corp,1251802
Sep 2025,Fuel,17138615
